text,video_title,video_id,likes
کاش همون موقع فوتبال رو برای همیشه در ایران جمع میکردند,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,78
ای خدا یادم نمیره این بازیو چقد استرس گرفته بودم یادمه من و داداشم باهم دعوا افتاده بودیم اون پرسپولیسی بود و من استقلالی😂,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
این مصطفوی خیلی باحال بود هر کاری دوست داشت می‌کرد یادمه ته تیم آبادانی رو از دست دو آورد به لیگ برتر 😁,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,29
6:14 مصطفوی اینقدر گاو و نفهمه که نمیدونه تو فوتبال واسه ضربه زدن قبل از سوت داور نمیشه قرمز مستقیم داد,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,12
چقدر بازیکنان غیر حرفه ای داشتیم...یه عده بچه محل دور هم نشسته بودن دور سفره فوتبال میخوردن,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,15
این ابهران چنتا بازی ازش یادمه کلا داور داغونی بود,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,9
انصافا عابدینی عجب مدیری بود هنوز نداریم رو دستش,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
قشنگ برنامه ریزی فدراسیون بود،وگرنه تماشاچی از تو طرفدارهای پرسپولیس میاد عابدزاده،که محبوب ترین بازیکن پرسپولیس بود ،بزنه,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
از کیفیت داغون زمین بازی میشه فهمید که چ بر سر ایران بعد از انقلاب و متعاقبن ایران بعد از جنگ اومده بوده ها 😢,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,3
وای یعنی چقد ما سنمون رفته بالا😢 اینجا من یه جوان ۱۶ساله بودم چ زود دیر میشه هنوز هم پرچم که این بازی دستم بود رو نگه داشتم یادش بخیر,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
داخل اون شلوار ها تانک هم جا میشد ،چاقو که چیزی نیست,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,6
فقط چمنا ازش خاک بلند میشه و الله العان بهترین ورزشگاها را داریم.,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,2
خخخح بازی بهم ریخته چرا نتیجه اش شده ۳به ۰ نفع استقلال 😅😅😅😅😅😅 عجب خرتوخری بوده,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
یادآوری خاطرات گذشته چه زود این همه سال گذشت!,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,42
قلعه نوعی فوش داد،مجتبی محرمی هم زد ترکوندش،من خودم یادش بخیر ورزشگاه بودم،دلم برای قلعه نوعی سوخت هرچند گنده گوزی کرد و کتکش رو هم خورد😂,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
اون زمان تلویزیون موقع اذان بازی رو قطع میکرد نشون نمیدان همون تایم کوتاه استقلال دوتازد بازی دو دو شد,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
یادش بخیر من اون موقع سیزده سالم بود,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,8
نسل اون زمان رو از نظره میزان انرژی و شور و هیجان و ترشح هورمون تستوسترون... به هییچ عنوان نمیشه با نسل الآن مقایسه کرد ! شاید حرفی که زدم خنده‌دار به نظر برسه... ولی باوررکنید عین حقیقـته 👌🏻 با وجوده اینکه امکانات اون نسل یک هزارم الآن هم نبود !,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
محله راه پیما.... مجتبی یکی یدونه،،، چپ تکنیکی جنوب شهر,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
میدونستید قبلا ورزشگاه نصف نصف نبود؟یعنی جایگاه روبرو تقریبا تا نقطه کرنر سمت راست مال پرسپولیسا بود.بعدها استقلال زمان فتح الله زاده موفق شد نصف نصف کنه ورزشگاه رو😂حتی به گفته مرحوم صدر امجدیه هم ۷۰ درصدش پرسپولیسی بوده زمان دربی های اونموقع,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
دایی تو ترکیب بود که؟؟؟؟,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,2
صحبت های داور باحال بود😅😅😅,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,2
درود به شما دوست عزیز که خاطرات رو زنده کردید واقعا لذت بردم یادش بخیر🙏🙏🙏🙏,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,7
تحلیل عابدینی و دید فراورزشی ایشون قطعا دقیقہ،دربی ھای بعدی مساوی خودش بیانگر دخالت فراورزشی ھاست۰,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
اون روزها با هر سوتی بازیکن ها می‌دویدند سمت داور اعتراض میکردن الان دیگه جرات این کار رو ندارن,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
امیر قلعه‌نویی شر شروع کرد ولی ۶ماه محروم شد مجتبی محرمی فش شنید ۳سال هم محروم شد واقعا از اول فدراسیون طویله بوده😂😅,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
کاش فوتبال ایران مث قبل دلی باشه. نکه که حالا همو آشولاش کنن.ولی واقعا تعصب تیمشونو میکشیدن.,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
فرشین شارلاتان همینجا هم داره شامپورتیبازی در میاره,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,7
من با پدرم استادیوم بودیم، حالا اینا تو ورزشگاه بود، بعدش تو راه بازگشت تو خیابونها چه غوغایی بود😐😀❤❤❤,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,16
علی دایی که پرسپولیس بود از قبل. اصلا تو همین بازیم فکر کنم بود کریم بعدش اومد,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,6
چقدر قشنگ رفقا بازی می کردند چه تعصبی دمتون گرم,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,5
درود بر شرفت مرد من يکی اصلا اگر حرفهای شما سند هم نداشته باشد بازهم برام دل چسب هست چون وجود داری و میهن پرستی هستید همین یعنی حقیقت ❤❤❤❤❤,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
یعنی چی اولش سفت میگیرن بعد به مرور شل میشه افشین جان؟,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
واقعا دمتون خیلی حال کردم🎉🎉🎉🎉🎉🎉,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,2
دقیقا یه اتفاق بود که نه بدلیل بازیکنان بدلیل کمبود امنیت استادیوم بازی نیمه تمام شد،تمام دنیا شاید یه همچین اتفاقی بیفته اونا باید امنیت استادیوم رو برقرار کنن ،چر ا سال ۷۹ این اتفاق نیفتاد؟,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,4
یادش بخیر اون سال سال اول کار من بود 22ساله بودم,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
پیوس اخراج کنه 🤯🤯🤯🤯🤯تکرار باید میزد خطا را,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
اونی که به محرمی مشت زد فکر کنم محمود فکری بود 😂,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
میگم نیم اول لباس دروازبان پرسپولیس کسب دید چه رنگه؟من که ندیدم,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
این آخرین بازی بود که من رفتم و استاديوم طبقه دوم هم نشسته بودم,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,2
حیف شد دعوا شد چه بازی قشنگی بود از الان بهتر بازی میکردن,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,9
پرسپولیس اگه می برد اوکی ... ولی اگه نتیجه رو مساوی می‌کردن یا می‌باختند درگیری رو شروع میکردن...,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
چقدر مصطفوی داغون بود ....,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
همیشه مدیران قرمزمیخوان بگن بازیکنای مابخاطرعشقشون اومدن به تیم ماولی بعدبازیکنایی مثل بیرانوندمصاحبه میکنن وپته همه رومیریزن روآب بابابگین یخاطرپول بیشترچراچرت میگین😂😂,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
واقعا خیلی بهتروپرشورترازالان بوده,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
به عنوان شاهد زنده عرض می کنم بعد از گل دوم استقلال تیم پرسپولیس فروپاشیده بود و برداشت تماشاگران زیر جایگاه این بود که محرمی از نگرانی دریافت گلهای متعدد درگیری رو شروع کرد اما انتظار وسعت گرفتن تا این حد را نداشت .,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,0
عالی بود. چنل آموزش تست سنگهای قیمتی و چگونگی شناخت شهاب سنگ وبهترین مکان برای پیداکردن دفینه. کاوش میناب,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
چه زمین افتضاحی بود خاک بلند میشه 😂😂😂😂,خشن ترین دربی تاریخ؛مستند جذاب دربی جنجالی سال 73/خلاصه بازی,n8j9ucqkRfU,1
بازی تیم کمیته داوران و ذوب آهن اصفهان رو چرا پخش نکردین,پایان هفته شانزدهم لیگ برتر با جنجال، فحاشی، لگد و درگیری,FEFnc5-wdoQ,1
شب بخیر😁😁😁ایول حرکتت عاای بود😘,پایان هفته شانزدهم لیگ برتر با جنجال، فحاشی، لگد و درگیری,FEFnc5-wdoQ,0
بازی ذوب آهن جمهوری اسلامی یادتون رفت,پایان هفته شانزدهم لیگ برتر با جنجال، فحاشی، لگد و درگیری,FEFnc5-wdoQ,1
اشتباهات کروموزومی😅😊😂,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,4
این اقا اگر به جای اینکه سرش توی شورت مردم باشد سرش توی کار مربی گری خودش بود . شاید به این نقطه نمی رسید که از روی حسادت ذات خودش را نشون بده,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,7
حالا که دیگه بهش میگن حاج محمود😂😂😂,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,2
منظورش مسافران اتوبوس تیم ملی بوده لابد که مچشون رو هم گرفته بودن 😂😂😂😂,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,2
از رفیق گروهبان قندعلی چه انتظاری باید داشت,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,2
از همون اول چهره و اخلاق عبوسی داشت محمود فکری,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,3
از دارودسته قلعه نویی نمیشه بیش از این انتظار داشت,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,0
ببیندهرچقدادم بایکی خصومت داشته باشه به خودش بگه نه اینکه بیای تورسانه جمعی آبروی یکی ببری واقعاکارش اشتباه بود متاسفم براش,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,1
ما که نفهمیدیم منظورش کی بود,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,1
هشتک اخراج شهریاری سمیعی,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,1
با این که پرسپولیسی هستم ولی فرهاد مجیدی سگش از فکری با ارزشتره,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,5
حسادت دست بردار نباشه ای میشه,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,1
منظورش فراز کمالونده,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,0
فکر یکی از منفورترین استقلالی های تاریخ این باشگاه میباشد امیدوارم فدراسیون ای فرد انسان نما را از فوتبال ایران بطور کلی کنار بگزارد.,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,4
مجیدی یکی از با اخلاقهای فوتبال است آقای فکری,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,5
منظورش ساپینتو بود,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,0
تو هرتیمی باشه اون تیم باید تحریم بشه . این کمترین حمایت از فرهاد مجیدی به عنوان یه هموطنه,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,0
واقعا مگه میشه مگه داریم آدم انقدر حسود با اینکه پرسپولیسی هستم اما فکری واقعا از حسودی این حرفا رو زد فرهاد مجیدی کسیه که استقلال رو بدون باخت قهرمان کرد آقای فکری,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,0
متاسفانه مفعول هم هستند 🤣🤣 یعنی اگه فاعل بودن متاسفانه نمی گفتی ؟؟ مگه مفعولا ادم نیستند ؟ خب اشتباه ژنتیکی بوده دیگه 😅,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,0
با نتایجش خواهر امثال تورو ......صلوات,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,0
منظورش فرهاد مجیدی بود؟,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,0
بابا این اصلا حرف زدن بلد نیست.. با این حرف ها منفور تر نزد طرفداران استقلال..تو اگر حرفه ای و اخلاق مدار بودی راجع به تیم خودت حرف میزدی..واقعا من موندم این چنین افرادی چجوری تریبون دارن این حرفا حتی روی افراد بزرگسال تاثیر میزاره چه برسه به بچه ها..باید کلا از هر مسئولیتی برکنار بشی,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,2
فکری اصلا فکر نمیکنه,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,2
هیچ اسمی از مجیدی نیاورد، الکی هاشیه نسازید. فکری یکی از بهترین و باتعصب ترین بازیکنان تاریخ استقلال بود. شاید توی دوران مربیگریش توی استقلال خوب نیود و هوادار پسند نبود، اما نیاید زحمتهاشو برای استقلال فراموش کنیم. امیدوارم که حاج محمود یکم بیشتر فکر کنه و تمرکزش بذاره واسه موفقیتش 💙💙💙💙,فحاشی در عجیب ترین کنفرانس تاریخ ایران محمود فکری,mSU_zDilWOQ,2
صدای موزیک اذیت میکنه,اخراج های جنجالی فوتبال ایران,ciq6_cxQmTQ,1
بچه‌هاااااا پیشنهاد دوربین مخفی بدین بهم😍👇,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,8
عالی نیلوو🤍✨ منم چالوسیم خیلی خوشحال میشم یروز ببینمت🤍❤️,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالی نیلو باز دوربین مخفی با ساناز بزار,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
بیچاره ساناز😂,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
اره اره زیاد بزار منتظرم 🙏🏼🙏🏼🙏🏼❤️🧸🍫,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
خیلی ناز تر از بقیه ویدیو هات شدی چون برای اولین بار پر آرایش کردی😍,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالییییی بود بیشتر بذار...فقط اونجا که میگی تایم ویدیو کم شد 🤣,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالی مثل همیشه دوربین مخفی ام از دوستات بگیر,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
چقدر قشنگ بود کارت😂😍,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالی بود عالی لطفا با فرناز هم برو و همینطور بقیه ایشالا عروس بشی پشت سرت بوق بزنن آجی نیلو🥰🥰♥️♥️,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
هورااا ویدئو جدیدددد🥲🗿,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
خخخ پاره شدم 🤣🤣🤣,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالی بود عزیزم موفق باشی مرسی ک برامون زحمت میکشی💕🤤,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالی دوباره دوربین مخفی بساز,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
خیلی باحال بود😂😂😂😂,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
بازم دوربین مخفی دیگه بزار,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
چقدر خنده داره 🤣,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالیییییی😌♥️ بی صبرانه منتظر پارت دووو هستم 💝,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
سلام عالی مثل همیشه چرادیگه ویدیو نمیزاری 1 ماهه,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالیییییی 😍❤,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
میشه ویدیو بعدیت 24 ساعت غذای پاستیلی,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
سلام دورت بگردم ♥️🙂,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
سلام ندیدم هنوز ولی میدونم عالی💙💙💙,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
خیلی باحال بود,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
لطفا از این جور ویدیئو ها بیشتررر بزتزززز,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عاشق ویدیوهات هستم لطفا بیشتر آنباکسینگ وسایل دیجی کالا رو بزار,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
بیچاره ساناز 😂چقدر عصبی شد بوق میزدن 😄😍,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
🤣 با حال بود 😆,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
بازم اولین لایککککک,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
این دوربین مخفی رو روی بابات انجام بده😁,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالی بود نیلوفر عزیزم 💜🥲,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
وایی پارت دو میخوام 😁 بازم دوربین مخفی میخوام 😁,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,5
سر فرناز ام این بلارو بیار,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
فقط جان جان جان گفتن ساناز😂,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
سلااام عزیزم🥰🤗,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,6
سلاممم عزیزز🦄,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
تو مسافرت هم باید ویدئو هاتو بیبینم اونقدر خوبن,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,1
خیلی شیطونی نیلوفر😂😜,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
عالی بود نیلو اسم طرفدار هات رو بزار وانیلی خیلی دوست دارممممممممم ویدیوت عالی بود من ۱۲ سالمه و از اسمم معلومه که دخترم و عاشق تو هستم چون خیلی منو میخندونی,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
وقتی بلد نیستی نساز,دوربین مخفی رو ساناز😎 از عصبانیت گریه کرد👀,J97VoG0oTOE,0
یعنی آدم معرفت بعضی آدمها رو میبینه حال میکنه دمه هرچی آدم با معرفت گرم❤,شاشم ریخت رو لباسش😂 دوربین مخفی,BJi-w7wc0fs,27
