text,label,source,reason
ایمان جان ممنون از صحبتهای درست و منطقی که می‌کنی که چقدر خوب تحلیل کردی ..ازت خواهش میکنم همین آخرین پست قربان زاده رو هم تحلیل کن تا واقعیت آشکار بشه .انشا الله که پر روزی باشی,0,youtube_real,real_gold_normal
اگه گل عیسی به استقلال نبود قهرمان نمیشدیم بفهمید,0,youtube_real,real_gold_sarcasm
درود بر شما تحلیلی درست و شفاف ، دم شما گرم تمام بدبختی جامعه ما را خود مردم رقم می‌زنند . و هیچ انتهایی هم ندارد,0,youtube_real,real_gold_critique
البته هوادار خوب هم داره استقلال ولی,0,youtube_real,real_gold_normal
سلام ایمان جان از استقلال که ناامید شدیم ولی امیدوارم که پرسپولیس قهرمان لیگ آسیا بشه من یک استقلالی دوآتشه هستم ،💙💙💙💙💙💙💙,0,youtube_real,real_gold_normal
تاثیر گذار بود ... غم انگیز,0,youtube_real,real_gold_normal
عیسی بازیکن بازی های بزرگ ه تو بازیهای بزرگ همیشه کارسازه بوده,0,youtube_real,real_gold_normal
هوادار باید هوادار باشه کولی بازی در نیاره فقط بفکر تیم خودشون باشن نه اینکه زورشون بیاد جایی دیگه دارن خوب کار میکنن,0,youtube_real,real_gold_critique
آقا ایمان سوال کردید این تیمهای ریشه دار چگونه نامشون از صفحه روزگار پاک شدن، جواب سوالتون رو اینگونه میدم. هر چی میخوام بحث رو سیاسی نکنم نمیشه. ولی مشکل اصلی حکومت نالایق جمهوری اس لیه که در تمام بنیادها و ارگانها من الجمله فدراسیون ورزش و فوتبال بی کفایتیشون گریبان گیر یک ملت و مملکته,0,youtube_real,real_gold_critique
یکروز و دو روز نیست این مشکل ما ... ما سیصد و شصت و پنج مشکل داریم,0,youtube_real,real_gold_sarcasm
شهاب زاهدی مگه شماره بیست نبود چرا گفتی چهارده,0,youtube_real,real_gold_critique
عیسی حقش بیشتره,0,youtube_real,real_gold_normal
ایمان جان استقلال به خاطره همین مسخره کردن این و اون نفرین شده ان امسال میرن دسته دو بهت قول میدم,0,youtube_real,real_gold_critique
یه دونه ای ایمان جان❤❤❤,0,youtube_real,real_gold_normal
ابتدا گمان میکردیم که این مملکت پادشاهِ دانا میخواهد، بعد اندیشیدیم که لابُد وزیر و وکیلِ دانا میخواهد، و اکنون بفراست دریافتیم که این مملکت، مردمِ دانا میخواهد 🌾 میرزا محمد تقی خانِ فراهانی، امیر کبیر,0,youtube_real,real_gold_critique
دوس داریم عیسی بمونه اما ن با رقم قرارداد، بخاطر بازی خوبش توی اسیا,0,youtube_real,real_gold_critique
ای کاش اصلا انقلابی نمیشد تا اینطور بدبخت وبیچاره بشیم....😂😂😂😂❤❤❤❤❤❤,0,youtube_real,real_gold_critique
منحل بشن بره هیچی جز ریختو پاش نداره😂😂😂,0,youtube_real,real_gold_critique
عیسی اگه پول زیاد میخاد بره بهتره فصل قبل مگه چیکار کرده یکی دوتا گل زده ک اونام شانسی بودن.درکل بازیکن دوستداشتنی هست بمونه بهتره ولی نه ب هر طریقی,0,youtube_real,real_gold_critique
استقلال باید به لیگ دسته دو بره اونجااتفاقابراش بهتره بدونه حاشیه س اونجا,0,youtube_real,real_gold_sarcasm
خاک برسر هوادار وبازیکن افراطی که یکی ازیکی حال بهم زن ترند,1,youtube_real,real_gold_insult
عیسی بازیکن خوبیه شکی نیست ولی این باید بدونه پوشیدن لباس پرسپولیس خودش سی میلیارد براش اعتبار داره از امید عالیشاه باید یاد بگیره بدون چونه زدن تمدید کرد,0,youtube_real,real_gold_critique
لیگ روجم کنن بهتره,0,youtube_real,real_gold_sarcasm
آقا جون از شما بعیده.اینقد سوتی تو گزارش.علیرضا حقیقی با نساجی قهرمان حذفی شده.به نظر من تعداد ویدئو هاتونو کم کنید بجاش پر محتوا و بدون نقص.تو سطح شما نباید اطلاعات غلط به بیننده داده بشه حتی لفظی. با تشکر.ضمن عرض خسته نباشید و دستمریزاد🙋‍♂️👌❤️❤️❤️,0,youtube_real,real_gold_critique
عیسی خانوادگی پرسپولیسی هستن برادرش گفته عیسی جایی غیر از پرسپولیس بازی نمیکنه,0,youtube_real,real_gold_normal
کلا خواست حکومت منحل کردن استقلال هست وگرنه دو تا تیم که هر دو دولتی هستن چطور تو یه تیم این همه مشکل و مدیر بی لیاقت داره ولی پرسپولیس نه ..تنها جرم این تیم تاج بودنش هست,0,youtube_real,real_gold_critique
سوتی زیاد داشتیی😜قهرمانی با نساجی تو لیگ برتر🙄,0,youtube_real,real_gold_critique
دوست گرامی، لطفا وقایع رو تحریف نکنید. آقا کریم کناره گیری نکرد، برکنارش کردند.,0,youtube_real,real_gold_critique
داداش کدوم کشور زندگی میکنی تورم فقط ۵۰ درصدددددد؟؟؟؟ معلومه خودت خرید نمیریا,0,youtube_real,real_gold_sarcasm
چرا میگی پرسپولیس ؟مگه فرق رو نمیبینی ؟چرا انقدر بی انصاف و رنگی صحبت میکنی؟واقعا انقدر ظلم چند ساله به استقلال رو ندیدی؟تیم حکومتی رو قاطی تاج و استقلال نکن.,0,youtube_real,real_gold_critique
واقعا افسوس میخوره ادم از اینهمه نادونی مثل هوادارای استقلال,1,youtube_real,real_gold_insult
عیسی باید طبق قانون باشگاه عمل کنه ..هر چی داره از پرسپولیس از پرسپولیس بزرگ تر نداریم,0,youtube_real,real_gold_critique
ادم با معرفیتی علی منصوریان,0,youtube_real,real_gold_normal
داش علی منصور بینظیره,0,youtube_real,real_gold_normal
از تمام ورزشگاه بايد شكايت كني نه اون دوتا نميخوانت عزت نفس داشته باش هرجا رفتي نتيجه نميگيري,0,youtube_real,real_gold_critique
داش علی کارش درسته💙💙💙🇮🇷🇮🇷💙💙💙,0,youtube_real,real_gold_normal
خیلی آدم مظلومی هست علی آقا منصوریان,0,youtube_real,real_gold_normal
سلطان‌داش‌علی‌منصوریان‌قربون‌مرامش میگه‌تا‌وقتی‌من‌هستم‌بچه‌تو‌نیار,0,youtube_real,real_gold_normal
❤❤بزرگ مرد منصوریان❤❤,0,youtube_real,real_gold_normal
با همه احترام ولی نظر شخصی من اینه که علیمنصور مربی خوبیه و قطعا نتایج درخشانی خواهد گرفت اگه بمونه من خودم پرسپولیسیم ولی تیمش واقعا خوب بازی میکنه,0,youtube_real,real_gold_critique
داش علی عشقی سالاری تو هرکاری قطعان کردی تیمت نتیجه بگیره و نگرفته فوتباله ولی فوحش ناموسی اصلان درست نیست قابل توجه اونهایی که میگن چرا خانمها نمیایند استادیوم بشنوند 💙💙💙💙,0,youtube_real,real_gold_critique
خوزستانی‌ها موقع برد خوبن موقع باخت میشن یزید,1,youtube_real,real_gold_ethnic
از مدل حرف زدن منصوریان این بر میاد ک عمدا داره ی کاری می‌کنه ک خودش استعفا نده و اخراجش کنن کل مبلغ قرارداد رو بگیره,0,youtube_real,real_gold_critique
من پرسپولیسیم ولی داش علی سلطان ادب +کریم باقری,0,youtube_real,real_gold_normal
برو دنبال پيتزا فروشيت كه فحش نخورى,1,youtube_real,real_gold_insult
خب گمشو برو،با کدوم کارنامه داری هرسال تیم می گیری؟!!! وقتی با رابطه بازی دنبال جایگاهی فکر این جاش هم باش… ولی شخصا آدم خوش قلب و دوستداشتنی هستی ….فنی صفر حداعقل تو نتیجه گیری ….,0,youtube_real,real_gold_critique
برادر من اگه مدتهاست نتیجه نمیگیری دستیارت رو عوض کن مشورت کن شاگردی کن.اینکار رفاقت و معرفت ور نمیداره.پول میگیری که ببری تمام,0,youtube_real,real_gold_critique
با‌۲تا‌باخت‌اسمون‌زمین‌نمیاد,0,youtube_real,real_gold_normal
مهمان😂😂😂 بروبابا لااااااشی تیم به گاه دادی اخرفصل برد نساجی نبود. میفتادیم لیگ یک. بیشرف مهمان چی. کی فولاد از ملوان۴تاخورده ۵بازی ۵باخت یک گل ۲۰گل خورده درحد دستیار مربی فولادنوین هستی نه مربی فولادکبیر,1,youtube_real,real_gold_insult
من به عنوان یک هوادار پرسپولیس عرض میکنم چراباید به منصوریان فحش بدن کسی که سالها توتیم ملی زحمت کشیده ویک انسان شریف هستش واقعا متاسفم برای تماشاگران اهوازی اگردوست نداریدباادبیات خوب بگید,0,youtube_real,real_gold_critique
گناه داره بی زبون.خوب صبر کنین,0,youtube_real,real_gold_normal
چ قشنگ گفت ناصرخان حجازی : چیمون پاکه ک فوتبالمون پاک باشه روحش شاد 11:40,0,youtube_real,real_gold_normal
ایمان جان صحبت‌های قلعه نویی نزار حالمون بهم میخوره از بس‌که چرت و پرت میگه،ممنون مثل همیشه عالی❤❤❤❤❤❤,0,youtube_real,real_gold_critique
موضوع مافیای ورزشی بود مثل همیشه,0,youtube_real,real_gold_normal
ایمان جان جان مادرت صحبتهای این شهر نویی نزار,0,youtube_real,real_gold_normal
دمت گرم ایمان جان 👍 به امید موفقیت روزافزون تاج آسیا 💙💙💙💙,0,youtube_real,real_gold_normal
آقا دمت گرم ،ایمان جان ،خسته نباشید,0,youtube_real,real_gold_normal
بهترین تایم ایمان جان ساعت ۱ از سر کار برمیگردیم اخبار شمارو دنبال میکنیم🩵🩵⭐️⭐️🩵🩵,0,youtube_real,real_gold_normal
لطفا از قلعه نوعی و تیم مثلا ملی چیزی نذار دمت گرم,0,youtube_real,real_gold_critique
سلام ایمان جان خسته نباشی 💙,0,youtube_real,real_gold_normal
داداش ایمان لایک شماره 5 رو زدم قربونت,0,youtube_real,real_gold_normal
درود به جناب ایمان گرامی ❤,0,youtube_real,real_gold_normal
ایمان مثل همیشه عالیه ویدو ها فقط یه زحمت بکش هر جای ویدو قرار صحبت های قلعه نوی شروع بشه روی تصویر بنویس مثلا ۵ دقیقه آینده صحبت های قلعه نوی ما بزنیم جلو نبینیمش 🙏🏻,0,youtube_real,real_gold_critique
قلعه نوعی یعنی بلا یعنی همچیز!!!!!!,0,youtube_real,real_gold_sarcasm
راست میکه قلعه نوعی باختن ب قطر خیلی سخت بود ولی به لطف شما ، خیلی راحت انجامش دادید 30:02,1,youtube_real,real_gold_sarcasm
بابا جان مادرت صحبتهای این قندعلی نزار حرف جدیدی که نمیزنه 😢,0,youtube_real,real_gold_normal
با این بازیکنان تیم ملی، اگر باب اسفنجی هم سرمربی تیم ملی بود زودتر از ژاپن و تیم اول آسیا به جام جهانی ۴۸ تیمی می رفتیم.,0,youtube_real,real_gold_sarcasm
هه ربژی❤❤❤❤❤,0,youtube_real,real_gold_normal
ایمان جان مادرت سخنرانی قلعه نویی رو نذار خیلیها روانمون بهم میریزه. قطر نخواست ریسک کنه دیگه وگرنه بازم میتونست بزنه,0,youtube_real,real_gold_critique
تارتار هم جدیدا زیاد زرزر می کنه,0,youtube_real,real_gold_critique
#اخراج #قلعه نویی,0,youtube_real,real_gold_critique
ازچاله دراومدوافتاده توچاه،،خدابه دادمون برسه,0,youtube_real,real_gold_critique
لایک ۱۹۷ مرتضی از UK,0,youtube_real,real_gold_normal
مگه اسم این امیرقلعه نوعی نیست؟چرااسمش به انگلیسی جلوش نوشته اردشیر🤭,0,youtube_real,real_gold_sarcasm
قلعه نویی هم یاد گرفته مثل دولت مردهای ما که میگن زمان شاه فلان چیزنبود ولی الان بعداز ۵۰سال ماداریم الان میگه سخت بود ولی مارفتیم جام جهانی,1,youtube_real,real_gold_sarcasm
چه گزینه خوبی ۴ ۳ ۳ دفاعی😂جکه بخدا ۴ ۳ ۳ به تهاجمی بودنش معروفه.این باش دفاع می کنه.,0,youtube_real,real_gold_critique
‏‪18:05‬‏ تصمیماتی که ایشون رو بگیرن؟؟؟؟؟؟یا تصمیماتی که ایشون بگیرن؟؟واقعا هیچکس سر جاش نیست!!!!😂😂😂😂😂😂,0,youtube_real,real_gold_sarcasm
سلام امیر قلعه نویی خودش یکی باید نگه داره بعدش اون اومده برا تیم امید مربی انتخاب کرده واقعا به کجا داریم میریم ....,0,youtube_real,real_gold_critique
سلام خسته نباشی ...ایمان جان میشه محبت کنی.. این همه زحمت میکشی حرف های این سرمربی تیم میلی رو نزاری بخدا مغز همه درد میگیره از اراجیفش ...ممنون,0,youtube_real,real_gold_sarcasm
#اخراج قلعه نویی,0,youtube_real,real_gold_critique
به نظرم یحیی گل محمدی هم بنجل باید مورایس یا یک مربی خارجی خوب امتحان پس داده که تو فوتبال اروپا سابقه درخشان تو ردهای پایه داشته میاوردن سرمربی تیم ملی میکردن وگرنه با مجتبی حسینی یحیی گل محمدی سعید دقیقی تیم ملی امید به هیچ جا نمیرسید و موزگیرش میومد,0,youtube_real,real_gold_critique
چرا جوون نذاشتی تو زمین میانگین سن۳۰ به بالا بود!!!!,0,youtube_real,real_gold_critique
درود بر شما و تمامی دوستان همیشگی کانال محبوب ایمان اسپرت 🎉🎉🎉 میشائیل کاتیا از Washington DC,0,youtube_real,real_gold_normal
اگه بجای ایران قطربا ژاپن بازی میکرد قطر راحت 4تا میزد,0,youtube_real,real_gold_sarcasm
علیشاه از پرسپولیس رفت؟,0,youtube_real,real_gold_normal
بازیکن هایی که دست شماست جناب گروبان قندعلی بابد قهرمان آسیا بشی واز گروه تو جام جهانی بری بالا محترمانه برو گمشو وبه مربی تیم ملی امید هم کار نداشته باش حب وبغض نکن,0,youtube_real,real_gold_critique
نورافکن بخاطر سو مدیریت استقلال بود ولی دانشگر بخاطر پول جهت عوض کرد چون توافق نهایی شده بود حتی استقلال پیش پرداخت داده بود دیگه همه چی اماده رونمایی بود,0,youtube_real,real_gold_critique
ایمان‌جان اعصاب زدی ها 😂,0,youtube_real,real_gold_normal
گروهبان قندلی جوری از قطر تعریف کرد قطر شد برزیل,0,youtube_real,real_gold_sarcasm
خدا وکیلی کجای قلعه نوعی به مربی تیم ملی میاد نه دانشی نه شعور فوتبالی اخه چجوری میشه,1,youtube_real,real_gold_insult
تنها کسی که با اینده ش بازی کرد محمد حسین صادقی بود ببین کی گفتم فوتبالش تو پرسپولیس نابود میشه,0,youtube_real,real_gold_critique
جناب آقای حب وبغض زحمت بکش از تیم ملی محترمانه برو تمام,0,youtube_real,real_gold_critique
همون جانگوز درسته . ههههههههه,0,youtube_real,real_gold_normal
تو افسانه ها ،اومده ک اینا دارن همچنان میخندن🤣🤣🤣🤣,0,youtube_real,real_gold_normal
وایی اون که گفت خواب بودم همشهری منه از بندر دیّر استان بوشهر 🤣🤣🤣🤣,0,youtube_real,real_gold_normal
وای دلم واسه اون مجری که گریه کرد سوخت,0,youtube_real,real_gold_normal
سیلوم عیزیزوم چیرا نیصف سیبیلت سیفیده اااااااااااا😂😂😂😂😂😂😂😂😂,0,youtube_real,real_gold_normal
تورو خدا موقع ویدیو ساختن این گربه هام بزار کنار دستت نمیدونی چه ذوقی میکنم واسشون من عاشق گربه ام,0,youtube_real,real_gold_normal
1:40 وایییییی گور پدرشون😂😂😂🙌🏽,1,youtube_real,real_gold_profanity
جذابیت ویدیو هات بخاطر وجود خودته چونکه مثل بقیه زیاد حرف نمیزنی و مودبانه رفتار میکنی خیلی عالی بود,0,youtube_real,real_gold_normal
این اخبار های صدا🤣 سیما چه سمی بود عاللللییییَــَ بود دمت گرم 😂😂:///,0,youtube_real,real_gold_normal
عالی بود 😂😂😂کلی خندیدم ☺️🥰 ایشالا که همیشه خندون باشید 🥰❤️❤️,0,youtube_real,real_gold_normal
مردم از خنده 😂 وایی,0,youtube_real,real_gold_normal
سلام دم شما گرم خلی ویدویی هاجالب میزاری من ازبچه هاافغانستان هستم,0,youtube_real,real_gold_normal
دوسداشتنی هستی و پرطرفدار....😂❤👌🌹,0,youtube_real,real_gold_normal
درود بر آرش عزیز ممنون تو این موقعیت خنده رولبای مردم ما میاری خدایی خیلی مودب وکار درستی✌🏻🥰👉🙏🏻👍🏻,0,youtube_real,real_gold_normal
ناموسآدمت گرم😅😅واسه چن لحظه هم عصاب خرابمونو خوب میکنی!درودبرتو 🌹🌹🌹🌹آرش جان 👑,0,youtube_real,real_gold_normal
آقا عالی پر انرژی موادب و باشعور این سبک ویدیو هاتم درجه ۱ هستن عالییی❤️❤️🔥,0,youtube_real,real_gold_normal
فقط بخند 🤣🤣🤣😃🤣😃🤣😅🤣🤣🤣🤣😅😃😂😅🤣😂😃,0,youtube_real,real_gold_normal
خیلی باحالی آرش جان خوش چهره، خوش تیپ، خوش صدا، خوش سخن، خوش اخلاق واقعا بیستین... دمتون گرم,0,youtube_real,real_gold_normal
ایخدا مردم از خنده دمتون گرم😂😂😂😂😂,0,youtube_real,real_gold_normal
سپاس از شما آرش جان برنامه تون جذاب و فوق العادس,0,youtube_real,real_gold_normal
خیلی خوبی😂😂😂خندیدم بعد یه هفته پر آشوب,0,youtube_real,real_gold_normal
واقعازحمت میکشی دمت گرم آرش جون✌,0,youtube_real,real_gold_normal
😂😂😂😂کفوندی همه رو از خنده ..ای وای..همیشه شاد باشید.,0,youtube_real,real_gold_normal
شب حتما شدن ۶ تا😂😂,0,youtube_real,real_gold_normal
فقط اونجاش ک گفت گور پدرشون😂😂,0,youtube_real,real_gold_normal
بهترین خنده ها همونان که لامصب نمیشه بسه ..دمت گرم آرش عزیز ..کاش یه ویدئو ام از این مدلی خنده ها زحمت بکشی بسازی ...لحظه های خوبی واسمون درست میشه ..من که اخر ویدئو کلی خندیدم مرسی,0,youtube_real,real_gold_normal
وای چه سوتی های سمی دمت گرم😂😂😂😂,0,youtube_real,real_gold_normal
خیلی با ادبی آرش 😘😘 آفرین ❤,0,youtube_real,real_gold_normal
خواهشا لایک وکامنت بذارید که حمایت بشه زود به زود کلیپ بذاره,0,youtube_real,real_gold_normal
خیلی باهات عشق میکنم عزیزدل,0,youtube_real,real_gold_normal
3:52 ممنوع الفعالیت که سهله الان باید بریم سر خاکش،بیچاره رو زنده به گور کردن احتمالا,0,youtube_real,real_gold_critique
واااااای چه سوتیهای خنده داری بخصوص این اقاهه میگه درحال حاضرداشتم می اومدم اینقدبچه داشتم😂😂😂😂😂😂😂😂😂😂,0,youtube_real,real_gold_normal
عالی عالی دمت گرم مرسی ارش جان کلی خندیدم😂😂😂🤣🤣🤣❤😘👌🏽👍🏼🙏,0,youtube_real,real_gold_normal
درود بر شما خیلی خنده دار بود 😂😂😂😂مرسی,0,youtube_real,real_gold_normal
دمت گرم واقعاً خنده ب لب های ما آوردی تواین روزهای کرونایی 👏👏👏👏👏,0,youtube_real,real_gold_normal
چقدر خنده دار دادا😂😂😂😂😂😂😂😂😂,0,youtube_real,real_gold_normal
عالی بود آرش,0,youtube_real,real_gold_normal
سلام آرش جان عالی بود 🤩🤩🤩🤩💞💞💞💞💞💞🍀🍀🍀🍀,0,youtube_real,real_gold_normal
بالاخره بعد از سه روز🥳❤😅,0,youtube_real,real_gold_normal
بی نظیری از خودتونه آقای دکتر😂😂,0,youtube_real,real_gold_normal
خیلی عالی بود,0,youtube_real,real_gold_normal
دمت گرم که آخرش عربی گذاشتی شکرااا جزیلا،ازاهواز مزاحم میشم,0,youtube_real,real_gold_normal
عجب سوتی خفنی😂😂😂😂😂👍,0,youtube_real,real_gold_normal
خیلی مودب و باحال هستی. دمت گرم ❤,0,youtube_real,real_gold_normal
خیلی حال کردم دمت گرم 😂,0,youtube_real,real_gold_normal
خودتم بی نظیری 😂😂😂😂🎉 تمومش عالی عالی 😂😂 ممنون از ویدیوهای زیبای شما عالی 😂❤❤,0,youtube_real,real_gold_normal
مرسی،خیلی عالی ❤❤❤💯,0,youtube_real,real_gold_normal
کارت درسته ❤❤❤❤❤❤❤❤,0,youtube_real,real_gold_normal
بابا دمت گرم ایول عاشقتم ارش⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩,0,youtube_real,real_gold_normal
عالی ‌بود‌‌اون‌گور‌پدرشون‌‌‌مجری‌تو‌مشهد‌‌‌‌آخرش ‌بود‌‌دمت‌گم‌‌برنامه ‌‌حرف‌نداره‌😘😘😘😘😂😂😂😂😂😂👑🌹🌹🌹❤❤💙💙,0,youtube_real,real_gold_normal
عالی خیلی عالی بود ممنون داداش,0,youtube_real,real_gold_normal
به به...عالی بود...🤣🤣🤣 واقعا عادل جاش خالیه توو تلویزیون...کاش برگرده دوباره...دلمون هم واسه گزارشگریش، هم واسه نود تنگ شده...☹☹☹☹☹,0,youtube_real,real_gold_normal
خیلی باحالی دمت گرم,0,youtube_real,real_gold_normal
اون مجری آقا که تو برنامه ی زنده نظر یه بیننده رو راجع به محرم و اینا خوند خیلی وقته خبری ازش نیس تو تلویزیون🤔🙄,0,youtube_real,real_gold_normal
دمت گرم عالی هستی,0,youtube_real,real_gold_normal
از خاطرات پشت صحنه مجری های خانم بگید که نمکش بیشتر باشه😂😂😂,0,youtube_real,real_gold_normal
اره دیگه تو شبکه های خارجی نمکه ولی تو صدا سیمای ایران میشه گاف و سوتی,0,youtube_real,real_gold_critique
فقط اونجاش که خانم مجری میکه لی لی خوبی ؟,0,youtube_real,real_gold_normal
خخخخههههههههه,0,youtube_real,real_gold_normal
پژمان مرادی در ایران اینترنشنال چهار روز پیش,0,youtube_real,real_gold_normal
سلام عید نوروز بر تمام فاسی زبانان مبارک,0,youtube_real,real_gold_normal
تلویزیون خوبیه دمتون گرم,0,youtube_real,real_gold_normal
سال نو بر مادران شجاع دادخواه وعزیز میهنم ایران هم مبارک سال سرنگونی رژیم اهریمنی اسلامی 🌹🌹🌹,0,youtube_real,real_gold_critique
تو خودت نمکی نمکدوووون,0,youtube_real,real_gold_normal
خدایا چرا اینا رو نابود نمی کنی؟😅,0,youtube_real,real_gold_sarcasm
لیلی داری منووو لیلی😂😂😂😂,0,youtube_real,real_gold_normal
دمشون گرم بیشترین مخاطب فارسی زبان در سراسر دنیا پاینده باشید ❤️❤️❤️❤️❤️,0,youtube_real,real_gold_normal
اگر این نمک این شبکه است وای بحال پشت صحنه ، خاطرات خانم های مجری . . . ، اخراج شده رو هم پخش کنید ، باور کن اگر پخش بشه رکورد تاریخ شبکه های دنیا رو جابجا میکنید,0,youtube_real,real_gold_sarcasm
در کل بهترین کانال تلوزیونی هستید.,0,youtube_real,real_gold_normal
اشکال نداره فدای سرتون,0,youtube_real,real_gold_normal
احسنت وطن فروشا دورشون جمه,1,youtube_real,real_gold_insult
لیلی هاهاها😂😂😂😂,0,youtube_real,real_gold_normal
الناز کیانی قربونت برم من بیا به اغوشه وطن قول میدم بهترین هارو برات فراهم کنیم نازنینا، ما منتظرت هستیم,0,youtube_real,real_gold_normal
نمره شما بابت تبریک عید به ترکی 20 از بیست می باشد. جالب بود به همه کشور هایی که عید نوروز را جشن می گیرند اشاره کردید بخصوص اسرائیل ولی به جمهوری اذربایجان اصلا اشاره نشد. فکر کنم محمد بن سلمان هنوز از ترک ستیزی دست برنداشته.,0,youtube_real,real_gold_critique
ههههههههههههه واییییییی😂😂😂(به تخمم),0,youtube_real,real_gold_sarcasm
گویندهات‌ن و توصیه کنید کمتر کله پاچه بلومبونن,0,youtube_real,real_gold_critique
یعنی واقعا اتفاقی، در هتل محل مرگ مشکوک قاضی منصوری اقامت داشتی و بعداز سه روز متوجه شدی. شاید هم ماموریتی داشتی. چون شما خود بازجو خبرنگار بودی،,0,youtube_real,real_gold_critique
تنهاخاطره شماخیانت به کشورتون هست که تاابدننگی بر روی پیشانیتون خواهدبود وهرگزفراموش شدنی نیست,1,youtube_real,real_gold_insult
درود بر اهواز از ازربایجان,0,youtube_real,real_gold_normal
بر پدر و مادرشون لعنت,1,youtube_real,real_gold_profanity
واقعا هم دلاوري سلطان خيلي نوكرتيم خداييش خيلي حال ميكنم باهات اقاي دلاوري عشقي زنده باشي الهي اون برنامه ي پلي ٢٣ سال طول كشيده عالي بود خدا برات بسازه,0,youtube_real,real_gold_normal
اینکه چرا باید قیمت خودرو هر سه ماه بره بالا اصلا مهم نیست🤮,0,youtube_real,real_gold_critique
اصن چرا باید قیمت این فرقون ها رو باید افزایش بدین پراید ۸ میلیون به عرض ۲ سال رسیده به ۱۷۰ میلیون,0,youtube_real,real_gold_critique
.چرا باید هر سه ماه خودرو بی کیفیت که حتی کیسه هوای کار نمیکنه افزایش قیمت داشته باشه؟؟؟؟البته چرا نداره چون رانت و بچاپ بچاپ و بخور بخوره ، بیچاره ما مردم,0,youtube_real,real_gold_critique
جناب دلاوری ، همین ک تا همین اندازه قدرت دارین ک حرفتون رو بزنید واقعا عالیِ.,0,youtube_real,real_gold_normal
فقط از خدا میخواهم لعنت کنه کسایی که خودرو را گران کردند من ماشین خودم رو ۳۶ تومان فروختم حالا نمی توانم بگیرم خدا سرنگون کنه اوامل رو...,0,youtube_real,real_gold_critique
مردم الان مطلع بشن مثلا خوب کاریم مگه از دستشون برمیاد ؟! 🤔🧐🧐🧐😂😂😂😂😂😂😂,0,youtube_real,real_gold_sarcasm
انگار نارحتی محری اینه ثه جرا یهو قیمت بالا میره که مردم ناراضی بشن.. کم کم ببرن بالا مردم حس نکنن میره تو پاچشون!,0,youtube_real,real_gold_critique
تا دلار میخواد ارزون بشه اینگته عمل میککند تا از طریق جلوی ارزان شدن دلار رو بگیرند,0,youtube_real,real_gold_critique
